,Times runned,Elevation,temperature,M,F,Age,humidity,arrival_time
0,1,16.08767890930176,36.63,1,0,25,0.87,7359
1,1,2293.990966796875,36.63,1,0,30,0.87,7362
2,1,2363.342041015625,36.63,1,0,29,0.87,7381
3,1,2070.04833984375,36.63,1,0,28,0.87,7427
4,1,1895.031005859375,36.63,1,0,32,0.87,7407
5,1,218.5335693359375,36.63,1,0,32,0.87,7445
6,1,15.224977493286133,36.63,1,0,39,0.87,7498
7,1,2293.990966796875,36.63,1,0,27,0.87,7479
8,1,192.0034942626953,36.63,1,0,33,0.87,7576
9,1,16.83182334899902,36.63,1,0,33,0.87,7615
10,1,1623.9774169921882,36.63,1,0,30,0.87,7607
11,1,70.96458435058594,36.63,1,0,32,0.87,7610
12,1,2103.939453125,36.63,1,0,31,0.87,7840
13,1,182.86663818359384,36.63,1,0,42,0.87,7885
14,1,1623.9774169921882,36.63,1,0,29,0.87,7897
15,1,151.7860565185547,36.63,1,0,30,0.87,7897
16,1,11.42669010162354,36.63,1,0,28,0.87,7978
17,1,259.998291015625,36.63,1,0,28,0.87,7943
18,1,21.80615043640137,36.63,1,0,26,0.87,7987
19,1,37.14537048339844,36.63,1,0,32,0.87,7947
20,1,140.6603088378906,36.63,1,0,26,0.87,8005
21,1,35.90165328979492,36.63,1,0,32,0.87,8005
22,1,35.65705490112305,36.63,1,0,28,0.87,8016
23,1,89.8837890625,36.63,1,0,32,0.87,7991
24,1,15.55781936645508,36.63,1,0,32,0.87,8043
25,1,1088.349243164062,36.63,1,0,29,0.87,8103
26,1,380.0,36.63,1,0,40,0.87,8228
27,1,181.5143737792969,36.63,1,0,32,0.87,8223
28,1,218.7236022949219,36.63,1,0,46,0.87,8222
29,1,2371.603271484375,36.63,0,1,30,0.87,8250
30,1,94.6029815673828,36.63,0,1,25,0.87,8250
31,1,15.55781936645508,36.63,1,0,23,0.87,8228
32,1,401.7437133789062,36.63,0,1,27,0.87,8250
33,1,53.74789428710938,36.63,1,0,28,0.87,8248
34,1,37.14537048339844,36.63,1,0,35,0.87,8240
35,1,421.3871459960938,36.63,1,0,27,0.87,8229
36,1,396.0248413085938,36.63,1,0,33,0.87,8256
37,1,10.44183731079102,36.63,1,0,32,0.87,8271
38,1,288.6472473144531,36.63,0,1,31,0.87,8271
39,1,37.14537048339844,36.63,1,0,24,0.87,8155
40,1,1623.9774169921882,36.63,1,0,30,0.87,8216
41,1,56.084815979003906,36.63,1,0,43,0.87,8273
42,1,2363.342041015625,36.63,0,1,31,0.87,8282
43,1,10.96754741668701,36.63,1,0,25,0.87,8307
44,1,140.9563293457031,36.63,1,0,26,0.87,8247
45,1,14.447757720947273,36.63,1,0,27,0.87,8306
46,1,148.55224609375,36.63,1,0,26,0.87,8259
47,1,1596.6729736328118,36.63,1,0,25,0.87,8310
48,1,120.9079360961914,36.63,1,0,23,0.87,8335
49,1,865.1586303710938,36.63,1,0,25,0.87,8293
50,1,1951.2591552734384,36.63,0,1,34,0.87,8291
51,2,203.7541961669922,36.63,1,0,25,0.87,8298
52,1,94.6029815673828,36.63,0,1,28,0.87,8291
53,1,10.44183731079102,36.63,1,0,31,0.87,8300
54,1,248.39337158203116,36.63,1,0,27,0.87,8348
55,1,361.7695922851562,36.63,1,0,37,0.87,8366
56,1,368.9474792480469,36.63,0,1,19,0.87,8301
57,1,47.37548446655273,36.63,1,0,22,0.87,8394
58,1,77.97574615478516,36.63,1,0,41,0.87,8310
59,1,219.4850006103516,36.63,1,0,23,0.87,8274
60,1,16.83182334899902,36.63,0,1,33,0.87,8385
61,1,18.71355819702148,36.63,1,0,32,0.87,8355
62,1,350.7449645996094,36.63,1,0,25,0.87,8391
63,1,181.5143737792969,36.63,1,0,25,0.87,8339
64,1,58.93083190917969,36.63,1,0,30,0.87,8423
65,1,14.32654094696045,36.63,1,0,28,0.87,8420
66,1,12.69220733642578,36.63,1,0,29,0.87,8441
67,1,42.68008041381836,36.63,1,0,30,0.87,8373
68,1,4.0,36.63,1,0,34,0.87,8397
69,1,23.74346733093262,36.63,1,0,30,0.87,8441
70,1,144.104248046875,36.63,1,0,24,0.87,8423
71,1,176.5647430419922,36.63,1,0,24,0.87,8444
72,1,86.84709167480469,36.63,1,0,35,0.87,8434
73,1,2358.822509765625,36.63,0,1,26,0.87,8334
74,1,35.90165328979492,36.63,1,0,33,0.87,8471
75,1,263.49282836914057,36.63,1,0,23,0.87,8369
